name,address,latitude,longitude,hours,website,phone
Jackie’s,"40, Francis Street, Dublin",53.341286,-6.274493,Mo-Th 14:00-23:30; Fr-Su 12:00-24:00,https://www.jackies.ie,+353 1 498 8868
The Liberty Belle,"33, Francis Street, Dublin",53.341581,-6.274716,,,
Brogan's,"75, Dame Street, Dublin",53.34437,-6.26633,,,
Cassidy’s,"42, Camden Street Lower, Dublin",53.334062,-6.264937,,https://www.cassidyshotel.com/,
Patrick Carthy & Sons,"114, Drumcondra Road Upper, Dublin",53.372337,-6.252206,"Mo-We 12:00-23:30, Th-Sa 12:00-02:30, Su 12:30-23:00, PH 12:30+",,
Kennedy’s,"132-134, Drumcondra Road Lower, Dublin",53.367109,-6.255951,,,
The Bald Eagle,"114-115, Phibsborough Road, Dublin",53.363962,-6.27166,"Su-We 12:00-24:00, Th 12:00-00:30, Fr,Sa 12:00-01:30",http://thebaldeagle.ie/,+353 1 860-3227
The Back Page,"199, Phibsborough Road, Dublin",53.358519,-6.272959,"Mo-Fr 12:00-01:00; Sa,Su 10:00-00:00; PH off",https://the-back-page.com/,+353 1 535 5941
Doyle’s Corner,"160, Phibsborough Road, Dublin",53.360928,-6.272406,,,+353 1 6991999
The Black Sheep,"61-63, Capel Street, Dublin",53.349761,-6.269094,,https://galwaybaybrewery.com/blacksheep,+35318730013
The Confession Box,"88, Marlborough Street, Dublin",53.35034,-6.258441,,https://c11407968.wixsite.com/ryan,
Madigan’s,"25, North Earl Street, Dublin",53.350082,-6.259347,,,
Brannigan’s,"9, Cathedral Street, Dublin",53.350386,-6.259788,,https://brannigansbar.ie/,
Briody’s,"97, Marlborough Street, Dublin",53.349581,-6.258165,,,
Mooney’s,"4, Abbey Street Lower, Dublin",53.348667,-6.258886,"Su,Mo-We 12:00-22:00; Th-Sa 12:00-23:30",https://www.mooneysbar.ie/,
The Cabra House,"62-66, Fassaugh Avenue, Dublin",53.367571,-6.298598,,,
McGrath’s,"22, Drumcondra Road Lower, Dublin",53.36265,-6.259032,,,
Slatt’s,"126A, Tyrconnell Park, Inchicore",53.337794,-6.328877,,,
W. Ryan,"28, Parkgate Street, Dublin",53.348207,-6.293462,,,
Nancy Hands,"30-32, Parkgate Street, Dublin",53.348258,-6.294028,,,
The Thomas House,"86-87, Thomas Street, Dublin",53.343094,-6.276955,,,+353852039047
TapHouse,"60, Ranelagh Village, Ranelagh",53.325174,-6.25416,,https://www.taphouse.ie/,
The Viscount,"89, Swords Road, Dublin",53.380989,-6.245902,,,
Goose Tavern,"18-20, Sion Hill Road, Dublin",53.375784,-6.239927,,,
Brewdog Outpost,"Capital Dock, Dublin",53.344606,-6.230821,Mo-Su 11:30-23:30,https://www.brewdog.com/uk/bars/global/outpostdublin,+35319203350
Murphy’s Lounge,"93-95, Rathmines Road Upper, Dublin",53.319038,-6.264753,,,
Jimmy Rabbitte’s,"87, Camden Street Lower, Dublin",53.336125,-6.265661,"Mo-We 12:00-24:00, Th-Sa 12:00-03:00, Su 12:00-24:00",https://www.thecamden.ie,+353 1 536-7300
Ryan’s,"19, Store Street, Dublin",53.350268,-6.252979,,,
Gill's Corner House,"555, North Circular Road",53.358512,-6.254328,,,
Black Forge Inn,"163, Drimnagh Road",53.324048,-6.326496,,,
Eleanora's,"149, Drimnagh Road",53.324149,-6.325484,,,
The Rathgar 108,"108, Rathgar Road, Dublin",53.312103,-6.274533,"Mo-Th 15:00-23:30, Fr 15:00-00:30, Sa 12:00-00:30, Su 12:30-23:00",,+35314906044
The Longmile Inn,,53.324209,-6.3291,,,
Finches,"Neilstown Road, Clondalkin",53.344684,-6.397863,,,
Tavey’s,"118, Emmet Road, Dublin",53.340259,-6.314666,,,
Cremore House,Fitzmaurice Avenue,53.382374,-6.277624,,,
The Abbey Tavern,Barry Road,53.395168,-6.311314,,,
The Willows,,53.393432,-6.285937,,,
Annesley House,"70, North Strand Road, Dublin",53.359662,-6.240335,,,+35318555121
The Ref Pub,"70, Ballybough Road, Dublin",53.359454,-6.244855,,,
Meagher's,"283-285, Richmond Road, Dublin",53.362819,-6.242285,,,
Cusack’s,"145, North Strand Road, Dublin",53.35745,-6.242366,,,
The Village Inn,"Church Terrace, Dublin",53.3875,-6.301242,,https://thevillageinnfinglas.ie/,+353-1-8341180
E. McGrath’s,"30, Fassaugh Avenue, Dublin",53.36708,-6.293306,,,
Kitty Kiernans,"63, Collins Avenue",53.376649,-6.223337,,,
Lowry’s,"16, Summerhill Parade, Dublin",53.357522,-6.248195,,,
The Homestead - Fitzgerald's,"50, Quarry Road, Dublin",53.362584,-6.290372,,,
Breffni Inn,Ashtown Grove,53.370716,-6.323692,,,
Lucky’s,"78, Meath Street, Dublin",53.341574,-6.278449,Mo-Th 16:00-11:30,,
The Irishtown House,"60, Irishtown Road, Dublin",53.339951,-6.223209,,,
Riordan's,,53.389477,-6.299542,,,
The Full Shilling,,53.389532,-6.299201,,,
The Drake Inn,,53.38931,-6.298854,,,
Hynes',"79-80, Prussia Street, Dublin",53.354254,-6.286853,,,
Burke's Bar (Closed),"Amiens Street, Dublin",53.35304,-6.248802,,,
Juno,"57-58, Dorset Street Lower, Dublin",53.361088,-6.259501,,,
McGowan’s,"18, Phibsborough Road, Dublin",53.35663,-6.274,,https://www.mcgowans.ie/,+353-1-8306606
The Hogan Stand,"514, North Circular Road, Dublin",53.358421,-6.25587,,,
Love Tempo,"110, Thomas Street, Dublin",53.342993,-6.27921,,https://www.lovetempo.ie/,
The Cobblestone,"77, North King Street, Dublin",53.349899,-6.277876,,http://www.cobblestonepub.ie/,+35318721799
Hill 16,"30, Gardiner Street Middle, Dublin",53.355016,-6.257213,,,
The Hideout,,53.359696,-6.257015,,,
The Lombard,"1, Lombard Street East, Dublin",53.344206,-6.24896,Mo-Th 09:00-23:30; Fr-Sa 09:30-01:30; Su 10:00-23:00,https://thelombard.ie/bar,
The Square Ball,,53.340834,-6.24486,,,
Doyle’s,"8, College Street, Dublin",53.345782,-6.25756,"Mo 12:00-24:00, Tu-We 12:00-02:00, Th-Sa 12:00-02:30, Su 15:00-24:00",http://www.doylesintown.com/,+353-1-6710616
Cuckoo's Nest,"Greenhills Road, Tallaght",53.303286,-6.351077,,,
Cumiskey's,"Blackhorse Avenue, Dublin",53.365195,-6.318999,,,
Doheny and Nesbitt,"4;5, Baggot Street Lower, Dublin",53.338082,-6.252886,,https://dohenyandnesbitts.ie/,
The Duke,"8-9;9, Duke Street, Dublin",53.341986,-6.25872,,http://www.thedukedublin.com/,+35316799553
The Four Provinces,"25, Ravensdale Park, Dublin",53.314648,-6.300117,,,+35315524179
Barry’s of Douglas,"East Douglas Street, Douglas",51.877184,-8.436162,Mo-Su 10:00-01:00,https://www.barrysofdouglas.com/,+353214891370
O’Sullivan’s,"West Douglas Street, Douglas",51.87608,-8.439863,,https://www.osullivansbar.ie/,+353 21 489 1416
O'Sullivans Bar,,51.876108,-8.439583,,,
Sin É,"8, Coburg Street, Cork",51.90172,-8.471089,,,
Gallagher’s Gastropub,"32, MacCurtain Street, Cork",51.901537,-8.469954,,https://www.gallagherspubcork.com,+353 21 241 5635
Paddy the Farmer’s,"15, Old Blackrock Road, Cork",51.892736,-8.465756,,,
The Abbey Tavern,"54, Gillabbey Street, Cork",51.893883,-8.482874,,,
Flannery’s,"Glasheen Road, Cork",51.885508,-8.499818,,https://www.flannerysglasheenroad.com,+353 21 434 1596
The Berehaven,,51.910913,-8.473441,,,
Horseshoe Inn,,51.88499,-8.467224,,,
The Kiln,"Leitrim Street, Cork",51.903707,-8.472858,"""private venue""",,
Glen Rovers Club House,,51.916476,-8.464713,,,
New Bar,"College Road, Cork",51.893824,-8.489872,Mo-Th 10:00-23:30; Fr 10:00-21:00,https://www.ucc.ie/en/anml/retail/hamishs/,
Callanan,"24, George's Quay, Cork",51.895474,-8.472318,,,
An Bodhrán,"42, Oliver Plunkett Street, Cork",51.897641,-8.471974,Mo-Su 12:00-23:30,,+353 021 427 4544
The Friary,"62, Shandon Street, Cork",51.901471,-8.479834,,,+353876680941
The Tower,"Gerald Griffin Street, Cork",51.905043,-8.476935,,,
The Silver Key,Cork,51.887566,-8.433248,,,+353 21 429 3944
Tom Barry’s,"113, Barrack Street, Cork",51.893632,-8.47815,,,
Doughcloyne,,51.872776,-8.49728,,,
Deanrock,,51.875347,-8.495381,,,
The Washington Inn,"30-31, Washington Street, Cork",51.897739,-8.478198,Mo-Su 15:00-01:00,https://www.facebook.com/The-Washington-Inn-Cork-775260665904664/,
Henchy’s,"40-41, Wellington Road, Cork",51.904705,-8.457991,,,
The Orchard Bar,"Ballinlough Road, Cork",51.889057,-8.442092,,,
Bierhaus,"28, Pope’s Quay, Cork",51.901552,-8.476619,,https://www.thebierhauscork.com,+353214551648
The Dilly Dally Inn,,51.891924,-8.471608,,,
The Outpost,"Curraheen Road, Cork",51.879088,-8.52094,,,
Suttons Bar,,51.878852,-8.424711,,,
The Old Town Whiskey Bar at Bodega,"Cornmarket Street, Cork",51.899602,-8.47688,,https://oldtownwhiskeybar.com/,+353-21-4273756
Briar Rose,"Douglas Road, Cork",51.883475,-8.44699,,,
The Flying Enterprise Lounge and Restaurant,"4, Barrack Street, Cork",51.89533,-8.476069,,,
Corner House,"7, Coburg Street, Cork",51.901662,-8.470913,,,
Fob and Gill,"North Ring Road, Cork",51.914825,-8.428608,,,
Crawford & Co.,"9-11, Anglesea Street, Cork",51.895157,-8.465587,,https://www.crawfordandco.ie,+353 21 427 5898
The Shelbourne Bar,"16-17, McCurtain Street, Cork",51.901433,-8.468591,,https://www.theshelbournecork.ie/,+353 21 450 9615
Sober Lane,"5, Sullivan's Quay, Cork",51.895572,-8.472891,,,
O’Connaigh,"Church Street, Cork",51.903306,-8.476864,,,
Eugene’s,"33, Shandon Street, Cork",51.903038,-8.478135,,,
Old Bear,"125, Barrack Street, Cork",51.89437,-8.4772,,,
The Gallows,Bandon Road,51.892654,-8.481285,,,
The Kerryman’s,"140, Ballyhooly Road, Cork",51.908786,-8.455445,,,
The Three Horse Shoes,,51.909821,-8.450454,,,
The Ashburton,,51.908893,-8.45137,,,
Quirkie's Bar,"1, Pearse Square, Cork",51.883609,-8.482484,,,
Crane Lane Theatre,"Crane Lane, Cork",51.897759,-8.469666,,https://www.cranelanetheatre.ie/,
South County,"West Douglas Street, Douglas",51.876187,-8.439928,,https://www.thesouthcounty.com/,+353 21 489 1574
The Rock,"29-30, Gillabbey Street, Cork",51.8938,-8.484759,,,
The Roundy,"1, Castle Street, Cork",51.898781,-8.476201,,https://www.theroundy.com,+353 21 241 7888
Fred Zeppelin’s,"8, Parliament Street, Cork",51.896145,-8.472707,,,
Dan Lowrey’s Tavern,"13, MacCurtain Street, Cork",51.901405,-8.468301,,,+353 21 450 5071
Costigan’s,"11, Washington Street, Cork",51.897368,-8.480204,,http://costiganspub.ie,+353 21 427 3350
Fionnbarra,"73, Douglas Street, Cork",51.893649,-8.470911,,,
Deep South,"51, Grand Parade, Cork",51.896305,-8.475047,,https://www.deepsouth.ie/,
Paladar,"6, Bridge Street, Cork",51.901226,-8.470059,,,
Nudes Craft & Cocktails,"7, Lavitt's Quay, Cork",51.900289,-8.47135,We-Su 16:00-22:00+,,
Mutton Lane Inn,"3, Mutton Lane, Cork",51.898035,-8.473953,"Mo-Th 09:00-23:30; Fr 09:00-24:00; Sa 00:00-00:30,09:00-24:00; Su 00:00-00:30,12:30-23:30",,+353 021 427 3471
The Long Valley,"10, Winthrop Street, Cork",51.898212,-8.470567,"Mo-Su 00:00-00:30,10:00-24:00",https://www.thelongvalleybar.ie/,+353 021 427 2144
Charlies,"2, Union Quay, Cork",51.897036,-8.466691,,,
The Manhattan Bar,"Lower Friar's Walk, Cork",51.878575,-8.477805,,,
The Old Reliable,"20, Shandon Street, Cork",51.903592,-8.477809,,,
Fox and Hounds,"Ballyhooly New Road, Cork",51.91695,-8.446645,,https://foxandhounds.ie/,+353 086 848 5274
Brú Bar & Hostel,"57, MacCurtain Street",51.90143,-8.466034,,https://www.bruhostel.com/,+353-21-4559667
The Southern Star,"9, Southern Road, Cork",51.890498,-8.46303,,,
Dennehy’s,"Cornmarket Street, Cork",51.900078,-8.47667,,,
The Sportsmans Arms,,51.892406,-8.483031,,,
Southside,,51.89255,-8.482021,,,
Fitzgerald’s Bar,"76, South Main Street, Cork",51.897169,-8.470228,"Mo-Th 16:45-23:00; Fr 16:45-24:00; Sa,Su 13:00-24:00",https://www.imperialhotelcork.com/dining/fitzgeraldsbar/,
Vicarstown Bar,"52, North Main Street, Cork",51.898811,-8.477463,,,
O’Driscoll’s Bar,"Church Street, Douglas",51.877307,-8.436435,,,
Jim Cashman’s,"Half Moon Street, Cork",51.899463,-8.473699,,,
The Alibi,"31, Washington Street, Cork",51.897599,-8.479568,,http://www.jamesst1767.ie/,
Meade’s Bar,"126, Oliver Plunkett Street, Cork",51.898416,-8.468592,,,
Le Chateau Bar,"93, Saint Patrick's Street, Cork",51.898589,-8.472512,"Mo-Th 10:30-23:30; Fr,Sa 10:30-00:30; Su 11:00-23:30",,+353 21 427 0370
Canty’s Bar,"6, Pembroke Street, Cork",51.897651,-8.469931,"Mo 00:00-00:30,10:00-23:30; Tu-Th 10:00-23:30; Fr 10:00-24:00; Sa,Su 00:00-00:30,12:30-24:00",,+353-21-4270566
Oyster Tavern,"4, Market Lane, Cork",51.897919,-8.474398,,https://oystertavern.ie/,+353 21 735 5677
The Castle Inn,"99, South Main Street, Cork",51.898215,-8.477402,,,
The Welcome Inn,"24, Parnell Place, Cork",51.898514,-8.467546,,,
Bell’s Bar,"John Redmond Street, Cork",51.902758,-8.474812,Mo-Su 10:30-12:30,,+353 21 452 9200
The Park,"26, South Main Street, Cork",51.896662,-8.476676,,,
Arthur Mayne's Pharmacy,,51.897586,-8.469899,"Mo-Fr 00:00-02:00,10:00-24:00; Sa,Su 00:00-02:30,10:00-24:00",,+353 21 427 9449
J.J. Walsh’s,"64, Oliver Plunkett Street, Cork",51.897241,-8.473977,,https://www.jjwalshs.ie/,+353214279314
Thomond Bar,"2, Marlboro Street, Cork",51.897903,-8.472711,"Mo-Th 10:30-23:30; Fr 10:30-24:00; Sa 00:00-00:30,10:30-24:00; Su 00:00-00:30,10:30-23:15",https://www.thomondbar.com/,+353 021 427 9747
The Constellation,,51.905676,-8.47412,,,
Woolshed Baa & Grill,"Sheares Street, Cork",51.898092,-8.481097,,https://www.woolshedbaa.com/cork,+353214273000
The Mountain,,51.888506,-8.468341,,,
BarBarossa,"72-73, Oliver Plunkett Street, Cork",51.89725,-8.474361,"Mo-Su 00:00-02:00,12:00-24:00",https://barbarossa.ie/,
An Bróg,"74, Oliver Plunkett Street, Cork",51.897391,-8.474111,"Mo-Fr 00:00-02:00,16:00-24:00; Sa,Su 00:00-02:30,16:00-24:00",,
The Cork Arms,"23, MacCurtain Street, Cork",51.901472,-8.469177,,,
Black Dog Saloon & Mezcalaria,"53, North Main Street, Cork",51.898757,-8.477419,,http://www.theblackdog.ie,
Ryan's Bar,"43, North Main Street, Cork",51.899202,-8.477769,,http://ryansbarcork.ie,+353 21 427 6295
The Courthouse Tavern,"3, Cross Street, Cork",51.898062,-8.478274,,,
O'Sho,"13, Barrack Street, Cork",51.894864,-8.476254,,,
Dwyer’s of Cork,"27-28, Washington Street, Cork",51.897532,-8.478452,,https://dwyersofcork.ie,+353 21 427 4189
Joshua Tree,,51.901424,-8.486252,,,
Fordes Bar,"Barrack Street, Cork",51.895405,-8.47579,,,
Belle Vue Bar,"175, Old Youghal Road, Cork",51.90695,-8.461101,,,
The Blackpool Tavern,"14;15, Dublin Street, Cork",51.914066,-8.470554,"Mo-Th 12:30-23:30; Fr 12:30-24:00; Sa 00:00-00:30,12:30-24:00; Su 00:00-00:30,12:30-23:00",,
The Groves,"5, Dublin Street, Cork",51.914514,-8.470076,"Mo-Th 09:00-23:30; Fr 09:00-24:00; Sa 00:00-00:30,09:00-24:00; Su 00:00-00:30,10:00-23:00",,+353 21 2291399
Geany,"2, Dublin Street, Cork",51.914787,-8.469855,,,
Baker Street Bar & Lounge,"5, Bakers Road",51.904017,-8.496327,,,+353 21 430 2313
Fairfield Tavern,,51.9149,-8.48553,,,
The Courtyard on Sober Lane,"Sullivan's Quay, Cork",51.895205,-8.475491,,http://thecourtyardonsoberlane.com,+353 21 431 1846
Rising Sons Taproom,"Unit 3a, Cornmarket Street, Cork",51.899613,-8.476382,,https://www.risingsonsbrewery.com,+353212414764
The Impala,"7-8, Liberty Street, Cork",51.89823,-8.477903,,https://www.impalacork.com,+353214279089
Edison,"11-12, Washington Street, Cork",51.897748,-8.476469,,,
The Hi-B Bar and Cork Academy of Hairdressing,"108, Oliver Plunkett Street, Cork",51.897993,-8.470681,"Mo-Th 16:00-23:30; Fr 14:00-24:00; Sa 00:00-00:30,14:00-24:00; Su 00:00-00:30,15:00-23:30",,+353 021 427 2758
Pa Johnson’s Bar,"11, Devonshire St, Cork",51.90194,-8.473131,,,
Aye (ii),,51.895201,-8.465737,,,
The Liberty,"92/93, South Main Street, Cork",51.8979,-8.477321,,,
Franciscan Well Brew Pub,"14b, North Mall, Cork",51.901187,-8.482091,,https://franwellbar.com,+353214393434
Mr Bradley's,"56, Barrack St, Ballyphehane, Cork, T12 H285",51.893154,-8.478989,,,
The Fountain,"66, Oliver Plunkett Street",51.897161,-8.474387,,,
Barcadia,"Sheares Street, Cork",51.898146,-8.481217,Mo-Th 17:00-23:30; Fr 17:00-00:30; Sa 12:00-00:30; Su 12:00-23:00,https://mardyke.com/barcadia/,+353 (0)21-4273000
Brick Lane,"1-3, South Main Street, Cork",51.898104,-8.477166,,,
The Raven,"100, South Main Street, Cork",51.898257,-8.477437,"Mo-Th 16:00-23:30; Fr,Sa 12:00-00:30, Su 14:00-23:00",https://www.theravenbar.com,+353 21 427 7307
Corrigans Bar,,51.901411,-8.466075,,,
MacCurtain Wine Cellar,,51.901168,-8.466428,,,
El Fenix,,51.896992,-8.466763,,,
The Rob Roy,"28-29, Cook Street, Cork",51.897424,-8.471732,"Mo-Th 11:00-23:30; Fr 11:00-24:00; Sa 00:00-00:30,11:00-24:00; Su 00:00-00:30,12:30-23:00",,
The Oliver Plunkett,"116, Oliver Plunkett Street, Cork",51.89824,-8.469606,"Mo-Th 10:30-22:15; Fr,Sa 10:30-24:00; Su 10:30-22:00",https://theoliverplunkett.com/,+353 021 422 2779
An Sibín,"24, Princes Street, Cork",51.896711,-8.472834,,,
An Sibín,"24, Princes Street",51.896719,-8.472857,,https://ansibincork.ie,
The Moxy Bar,"Camden Place, Cork",51.901129,-8.471861,,https://www.marriott.com/en-us/hotels/orkox-moxy-cork/dining/,
The Gables,"32, Douglas Street",51.893401,-8.470184,,http://www.thegablesbar.com/,
Kino Events House,,51.897415,-8.481025,,https://www.facebook.com/thekinocork/,083 046 5599
Ó Súilleabháin,,51.897601,-8.477688,,,
Rearden’s,"25-26, Washington Street, Cork",51.897564,-8.478116,,https://www.reardens.com/,(021)20465208100
Intermission Bar,"13, Carey's Lane",51.898696,-8.47375,,,
The Laurel Bar,,51.895318,-8.47254,,,
St Luke's Inn,"83, Ballyhooly Road, Cork",51.904836,-8.457627,,,
Hi-B Bar,"108, Oliver Plunkett Street, Cork",51.898086,-8.470703,,,+353 21 427 2758
Mason,"Tuckey Street, Cork",51.896981,-8.476199,,,
Friar's Walk Tavern,,51.891019,-8.474582,,,
The Hawthorn Bar,"Hartland's Avenue, Cork",51.886206,-8.488836,,,+353-21-4962768
The Tory Top,"Tory Top Road, Cork",51.883242,-8.469203,,,
The Harp Bar,"Pouladuff Road, Cork",51.88493,-8.483113,,,
The Beer Garden,,51.887521,-8.467001,,,
Turner's Cross Tavern,,51.887129,-8.466245,,,
The Angler's,,51.897479,-8.568822,,https://theanglers.ie/,
The Bishopstown Bar,"Bishopstown Road, Cork",51.879606,-8.517268,,,+353 21 454 1151
The Rendezvous,"Model Farm Road, Cork",51.888667,-8.514995,,https://therendezvous.ie/,+353-21-2291966
The Local,"17-18, Military Road, Cork",51.9063,-8.462352,,,
D'Anglers Bar,,51.903034,-8.479906,,,
Maureen’s,"14, John Redmond Street, Cork",51.901977,-8.474129,,https://www.maureenscork.com/,
The Gerald Griffin Bar,"1, Gerald Griffin Street, Blackpool, Cork",51.90781,-8.475483,,,
Cissie Young’s,"80, Bandon Road, Cork",51.891063,-8.487986,,,+353214962773
Annie Mac’s,"Glasheen Road, Cork",51.890668,-8.48815,,,
J. O'Sullivan,,51.916006,-8.491484,,,
Flannery's,,51.88546,-8.49979,,,
Doolan’s Cow Bar,"12-13, Old Youghal Rd, Cork",51.913794,-8.431835,,,
The Venue Bar,"1-5, Cork",51.895277,-8.434074,,,
The Cotton Ball,"18, Old Youghal Rd, Cork",51.913381,-8.433114,,https://www.cottonball.ie,+353214503096
Idle Hour,"1, Albert Quay, Cork",51.898275,-8.461235,,,
An Spailpín Fánach,"27-29, South Main Street, Cork",51.896537,-8.476441,,,+353-21-4277949
Longboats,"36-37, Blackrock Road, Cork",51.89604,-8.431572,,https://www.longboats.ie,+353 21 429 3929
Goldberg’s,"4, Victoria Road, Cork",51.897972,-8.460707,,https://goldbergs.ie,+353 21 496 5848
Abbot’s Ale House,"17, Devonshire Street, Cork",51.902077,-8.471802,,,+353214507116
The Oval,"25, South Main Street, Cork",51.896816,-8.47662,,https://www.corkheritagepubs.com/pubs/the-oval/,
Coughlan’s,"7, Douglas Street, Cork",51.89255,-8.468366,,,
Fionnbarra,,51.893746,-8.470799,,,
Mok's Pub,"Bandon Road, Cork",51.891904,-8.484471,,,
The Long Valley Bar,"10, Winthrop Street, Cork",51.898228,-8.470396,,,+353 21 427 2144
The Woodford,"19-20, Paul Street, Cork",51.898891,-8.475552,,https://www.thewoodford.ie/,+353 21 425 3931
Murphy's Rock,"Ballinecollie Road, Cork",51.923102,-8.458236,"Mo-Th 12:00-23:30; Fr 12:00-24:00; Sa 00:00-00:30,12:00-24:00; Su 00:00-00:30,12:00-23:00",https://www.facebook.com/Murphys-Rock-Bar-1564316013829824/,
The Poor Relation,"19-20, Parnell Place, Cork",51.898218,-8.467576,Mo-Sa 10:30-23:30; Su 12:00-23:30,,+353 021 494 9049
Counihans Bar,"3, Pembroke Street, Cork",51.897836,-8.46985,"Mo 15:30-23:30; Tu-Th 15:00-23:30; Fr 15:00-24:00; Sa 00:00-00:30,14:00-23:00",,+353 021 427 7850
Clancy’s Bar & Restaurant,"15-16, Princes Street, Cork",51.897175,-8.472766,"Mo-We 11:30-23:30; Th 11:30-24:00; Fr 00:00-01:00,11:30-24:00; Sa,Su 00:00-02:30,11:30-24:00",https://clancyscork.ie,+353 021 234 4455
The Old Oak,"113, Oliver Plunkett Street, Cork",51.898319,-8.470099,"Mo 00:00-01:00,11:00-24:00; Tu-Fr 00:00-02:00,11:00-24:00; Sa,Su 00:00-02:30,11:00-24:00",,+353 021 427 6165
The Rock,,51.893751,-8.484664,,,
Jack Forde’s,"12, Easons Hill, Cork",51.903406,-8.476413,,,
Padraigs,Dock Road,53.270166,-9.051883,,,
Bar No. 8,"8, Dock Road",53.270258,-9.051669,,https://eight.ie/,
Keane’s,"Main Street, Oranmore",53.267782,-8.930066,,,
Darcy’s Bar,"2, Forster Street, Galway",53.274195,-9.047629,,,
O’Connell’s,"8, Eyre Square, Galway",53.274593,-9.048322,,,+35391563634
MacNeill’s,"Eyre Square, Galway",53.27382,-9.048254,,https://www.thehardiman.ie/hotel-dining/macneills-pub/,
The Dew Drop Inn,"12, Mainguard Street, Galway",53.271904,-9.054344,,https://galwaybaybrewery.com/thedewdrop/,+35391375330
The Office,"181, Upper Salthill Road, Galway",53.259955,-9.075663,,,
Murphy’s,"9, High Street, Galway",53.27195,-9.053571,,,
Sonny Molloy’s,"3, High Street, Galway",53.271619,-9.053787,,https://www.frontdoorpub.com/sonny-molloys/,
The Crane Bar,"2, Sea Road, Galway",53.269854,-9.060451,,http://www.thecranebar.com/,+35391587419
The Boss Doyle’s Bar,"Forster Street, Galway",53.274487,-9.047081,,,
Crowe’s Sports Bar,"90, Bohermore, Galway",53.277414,-9.046541,,,
M.P. Walsh,"55, Dominick Street Lower, Galway",53.271144,-9.057029,,,
Fibber Magee’s,"3, Eyre Square, Galway",53.274971,-9.048838,,,
The Huntsman Inn,"164, College Road, Galway",53.281386,-9.033777,,https://www.huntsmaninn.com/,
The Merlin Bar,Dublin Road,53.276059,-9.003569,,,
The Trappers Inn,,53.288992,-9.023565,,,
The Cellar Bar,"12, Eglinton Street, Galway",53.27418,-9.051481,,https://thecellar.ie/,+353 91 563 966
HYDE Bar,"Forster Street, Galway",53.274876,-9.046477,,https://www.hydebargalway.ie/,+353 91 564 111
Tig Coilí,"24, Mainguard Street, Galway",53.272365,-9.053555,Mo-Th 10:30-23:30; Fr-Sa 10:30-00:30; Su 12:30-23:00,https://tigchoiligalway.com/,+353 91 561 294
Monroe’s,"14, Dominick Street Upper, Galway",53.269995,-9.057684,,https://www.monroes.ie,+35391583397
Harry’s,"77, Bohermore, Galway",53.277771,-9.046476,,https://harrysgalway.ie,
Blake’s Bar,"Eglinton Street, Galway",53.274709,-9.05294,,,
The Bunch of Grapes,"2, High Street, Galway",53.271565,-9.053823,,,+353 91 563 325
The Half Barrel Bar,,53.286636,-8.984486,,,
Frankie's Bar & Bistro,,53.278147,-9.0151,,,
Buddha Bar,"14, Mary Street, Galway",53.274459,-9.053545,"Mo,We-Th 17:00-23:30; Tu off; Fr 17:00-00:00; Sa 15:00-00:00; Su 17:00-23:00",https://www.asianteahouse.ie/,+353 91 563 767
La Viña,"8, Quay Lane, Galway",53.270539,-9.053853,,https://thelanewinebar.com/,
Coyotes,"34, Shop Street, Galway",53.272794,-9.052812,,https://coyotes.ie/,
Point Bar,"Sandyroad, Galway",53.286032,-9.045006,Mo-Su 10:00-23:30,,+353 (0) 91 513200
John Keogh’s,"22-24, Dominick Street Upper, Galway",53.270066,-9.058655,,https://www.johnkeoghs.ie/,+353 (091) 449431
T. J. Clarke,"12, Cross Street Upper, Galway",53.271567,-9.053963,,,
M. Fitzgerald’s,"14, Quay Street, Galway",53.271043,-9.054253,Mo-Su 10:30-23:30,https://1520.ie/,+353 91 569 535
Mary Mullen’s,"12-14, Prospect Hill, Galway",53.275443,-9.048492,,https://www.marymullens.ie,
Seven,"5-7, Bridge Street, Galway",53.271785,-9.054994,,https://sevenbridgestreet.ie/,+353 91 563 804
Busker Browne’s,"3/5, Cross Street Upper, Galway",53.27165,-9.054335,,https://www.buskerbrownes.com,
Tigh Neachtain,"17, Cross Street Upper, Galway",53.271397,-9.053964,Mo-Th 10:30-23:30; Fr-Sa 10:30-00:30,https://www.tighneachtain.com,+353 91 568 820
The Kasbah Wine Bar,"2, Quay Street, Galway",53.271302,-9.054043,Mo-Su 12:00-23:00,,
The Quays,"11, Quay Street, Galway",53.27111,-9.053957,Mo-Su 11:30-02:00,https://quaysgalway.ie,+353 91 568 347
Freeney’s,"19, High Street, Galway",53.2719,-9.053393,Mo-Tu 13:00-23:30; We-Th 12:00-23:30; Fr 11:00-23:30; Sa 10:00-23:30; Su 12:30-23:30,,
The Dáil Bar,"42-44, Middle Street, Galway",53.271425,-9.053432,,https://thedailbar.com,+353 91 563 777
The King’s Head,"15, High Street, Galway",53.272134,-9.053302,,https://www.thekingshead.ie,
Taaffe’s,"20, Shop Street, Galway",53.27237,-9.053138,,,
The Salt House,"4, Raven Terrace, Galway",53.269832,-9.057004,,https://galwaybaybrewery.com/salthouse,+35391441550
Taylor’s,"7, Dominick Street Upper, Galway",53.270161,-9.05834,,,
Róisín Dubh,"8, Dominick Street Upper, Galway",53.270155,-9.058199,,https://www.roisindubh.net/,+35391586540
