name,address,latitude,longitude,hours,website,phone,nearestSpot,nearestSpotCounty
Brennan's,"48,50, Great Victoria Street, Belfast",54.594508,-5.934147,Check local listings,,,Belfast,
The Points,"44, Dublin Road, Belfast",54.591549,-5.932422,"Mo-Th 16:00-24:00+, Fr,Sa 13:00-24:00+",,,Donegall Pass,
McEvillys,,53.759978,-9.369594,Check local listings,,,Killawalla,
Glenmalure Lodge,,52.957739,-6.353487,Check local listings,,,Glenmalure,
C. Mac Namee,,53.971465,-6.487281,Check local listings,,,Knockbridge,Louth
The Grattan,"Grattan Crescent, Dublin",53.339491,-6.321341,Check local listings,,,Inchicore,Dublin
Milltown Inn,,53.204991,-6.860239,Check local listings,,,Milltown,
The Lord Lucan,,53.341306,-6.451668,Check local listings,,,Adamstown,
McCloskeys,"83-85, Morehampton Road, Dublin",53.324433,-6.240424,"Mo-Fr 15:00+, Sa 12:30+, Su 15:00+",https://www.mccloskeysbakery.ie/,,Donnybrook,Dublin
Molloy’s Bar,Fethard,52.191238,-6.839486,Check local listings,,,Fethard,
Tom Neville's,Fethard,52.190812,-6.839238,Check local listings,https://www.nevillesgastrobar.com/,,Fethard,
Nancy Blake’s,"19, Denmark Street Upper, Limerick",52.663516,-8.623866,Check local listings,,,Limerick,
An Bodhrán,"42, Oliver Plunkett Street, Cork",51.897641,-8.471974,Mo-Su 12:00-23:30,,+353 021 427 4544,Cork,
The Hamlet,,52.53961,-8.546519,Check local listings,,,Holycross,Limerick
Jacko's Bar,,52.909235,-8.532433,Check local listings,,,Scarriff,Clare
Henchey's Bar,,52.910377,-8.532118,Check local listings,,,Scarriff,Clare
Moloney's,,52.910608,-8.53206,Check local listings,,,Scarriff,Clare
Ryan's Pub,,52.910686,-8.532047,Check local listings,,,Scarriff,Clare
McNamaras Pub,,52.910604,-8.531741,Check local listings,,,Scarriff,Clare
Simon's Bar,,52.91099,-8.531878,Check local listings,,,Scarriff,Clare
Roger's & Son,,52.911173,-8.531728,Check local listings,,,Scarriff,Clare
Collins' Bar,,52.629527,-8.643109,Check local listings,,,Dooradoyle,
The Skylon Bar & Grill,"27, Drumcondra Road Upper, Dublin",53.372765,-6.253083,Check local listings,https://www.dublinskylonhotel.com/the-skylon-bar-and-grill.html,,Drumcondra,Dublin
Marine Club,Marine Parade,54.752223,-5.708794,Check local listings,,,Whitehead,
The Whiskey Still,,52.92394,-8.277209,Check local listings,,,Dromineer,
Thomas Moore Inn,"12, Aungier Street, Dublin",53.340586,-6.265425,Check local listings,,,The Liberties,Dublin
The Jar,"31, Wexford Street, Dublin",53.336959,-6.265705,Check local listings,https://thejar.ie/,+353-1-5579688,Portobello,
Crystal Bar,Blackthorn Drive,53.276688,-6.22053,Check local listings,,,Sandyford,Dublin
Ollie's Lounge & Bar,Cedar Road,53.27673,-6.224016,Check local listings,,,Sandyford,Dublin
Mills's Bar,"Main Street, Ballina",52.809035,-8.436976,Check local listings,,,Ballina,
McGrath's,,52.359344,-8.467474,Check local listings,,,Kilfinane,
Heffernan's,,52.358862,-8.46935,Check local listings,,,Kilfinane,
O Seachnasaigh,,52.358563,-8.469375,Check local listings,,,Kilfinane,
Ball Alley House,Leixlip Road,53.35546,-6.45467,Check local listings,,,Lucan,Dublin
The Village Inn,"Main Street, Celbridge",53.338354,-6.53994,Check local listings,,,Celbridge,Kildare
Cat's Craddle,,52.608847,-8.558512,Check local listings,,,Ballyneety,Limerick
Sadlier Bar,"Maynooth Road, Dunboyne",53.416972,-6.477739,Check local listings,,,Dunboyne,Meath
The Bridge,,52.932537,-8.439464,Check local listings,,,Mountshannon,Clare
The Gate Inn,,54.541615,-6.319342,Check local listings,,,Aghalee,
E O'Dwyer,,52.567737,-8.337878,Check local listings,,,Pallasgreen,Limerick
The South Strand,"1, Hanover Quay, Dublin",53.344349,-6.238178,Check local listings,https://www.jdwetherspoon.com/pubs/all-pubs/republic-of-ireland/county-dublin/the-south-strand,,Charlotte Quay Dock,
Lynham's,,53.00818,-6.297347,Check local listings,,,Laragh,
Fitzpatrick's Pub (known as Eileen's Bar),,51.581692,-9.703812,Check local listings,,,Kilcrohane,
The Friary,"62, Shandon Street, Cork",51.901471,-8.479834,Check local listings,,+353876680941,Shandon,
The Tower,"Gerald Griffin Street, Cork",51.905043,-8.476935,Check local listings,,,Shandon,
Lawlors,,52.881052,-6.694707,Check local listings,,,Rathvilly,
Molloys,,52.881043,-6.693543,Check local listings,,,Rathvilly,
Dave Barrett's Bar,,52.351033,-8.605772,Check local listings,,,Effin,Limerick
Collins Hotel Bar,,51.816075,-8.39188,Check local listings,,,Carrigaline,Cork
Nolan's Bar,Rosscarbery,51.577695,-9.032652,Check local listings,,,Rosscarbery,
W. J. South,"4, Quinlan Street, Limerick",52.658282,-8.632569,Check local listings,,,Limerick,
Maggie Choo’s,"101, O’Connell Street, Limerick",52.6616,-8.62934,Check local listings,,,Limerick,
Pharmacia,"9, Sarsfield Street, Limerick",52.664345,-8.6285,Check local listings,,,Limerick,
De Barra,"55, Pearse Street, Clonakilty",51.622926,-8.888999,Check local listings,https://debarra.ie/,+353 23 883 3381,Clonakilty,Cork
J.P. Clarke’s,Bunratty,52.699136,-8.815838,Check local listings,,,Bunratty,
Shannon Inn,,52.714033,-8.501014,Check local listings,,,Castleconnell,Limerick
Greenwood Inn,,52.341021,-8.525195,Check local listings,,,Ardpatrick,Limerick
The Hut,"159, Phibsborough Road, Dublin",53.361007,-6.272536,Check local listings,,,Phibsborough,Dublin
The Silver Key,Cork,51.887566,-8.433248,Check local listings,,+353 21 429 3944,Ballinlough,
Dowling's Bar,,53.086858,-6.816089,Check local listings,,,Ballyshannon,
The Hunting Ground,,52.999364,-6.953997,Check local listings,,,Athy,
The Old Mill,,52.752758,-8.501471,Check local listings,,,O'Briensbridge,Clare
Tom Barry’s,"113, Barrack Street, Cork",51.893632,-8.47815,Check local listings,,,Greenmount,
Reddan's,"Main Street, Killaloe",52.806886,-8.442911,Check local listings,,,Killaloe,
An Bonnán Buí,,52.768125,-8.381424,Check local listings,,,Ballinahinch,
R. McSorley’s,"1-5, Sandford Road, Ranelagh",53.323301,-6.250081,Check local listings,https://mcsorleys.ie/,,Ranelagh,Dublin
Downey's,"33, Shipquay Street, Derry",54.996751,-7.320063,Check local listings,,,Derry/Londonderry,
Brickwork Lounge,"10, Magazine Street, Derry",54.996617,-7.321885,Check local listings,,,Derry/Londonderry,
Josie’s Bar and Restaurant,"102, Lower Main Street, Letterkenny",54.946552,-7.740247,Check local listings,,,Letterkenny,
Fowler’s,"New Street, Malahide",53.451305,-6.153905,Check local listings,,,Malahide,Dublin
Duffy’s,"Main Street, Malahide",53.450708,-6.154388,Check local listings,,,Malahide,Dublin
Gibney’s,"6, New Street, Malahide",53.45132,-6.153665,Check local listings,http://www.gibneys.com,+35318450606,Malahide,Dublin
The Quays Bar,"10-12, Temple Bar, Dublin",53.345643,-6.263355,Check local listings,https://quaysdublin.ie/,,Dublin,
Martin B. Slattery,"217-219, Rathmines Road Lower, Dublin",53.322155,-6.26589,Check local listings,,,Rathmines Township 1847-1862,
The Central,"18-20, Bridge Street, Balbriggan",53.60958,-6.183495,Check local listings,,,Balbriggan,Dublin
74 Talbot,"74, Talbot Street, Dublin",53.350879,-6.252911,Check local listings,,,Dublin,
Corrigan’s,"27-28, Mountpleasant Avenue Lower, Rathmines",53.327552,-6.26167,Check local listings,,+35314445139,Rathmines,Dublin
An Sibin,,51.502877,-9.350267,Check local listings,,,Baltimore,
Birchall’s,"127-129, Ranelagh, Ranelagh",53.32339,-6.250339,Check local listings,,,Ranelagh,Dublin
Jimmy's,"Cluin, Allihies",51.640569,-10.04402,Check local listings,,,Allihies,Cork
Causkeys,Eyeries,51.694136,-9.958017,Check local listings,,,Eyeries,Cork
O' Shea,,51.693549,-9.957579,Check local listings,,,Eyeries,Cork
Lennon's,"Mary Street, Durrow",52.845283,-7.394957,Check local listings,,+353878438464,Durrow,
Dec's Bar,"Chapel Street, Durrow",52.844751,-7.396689,Check local listings,,+353578736280,Durrow,
Keane’s,"Main Street, Oranmore",53.267782,-8.930066,Check local listings,,,Oranmore,
The Palm,"Strand Road, Bray",53.201839,-6.098109,Check local listings,https://www.thepalmbray.ie/,+35312860668,Bray,
O'Sullivans Bar,,51.469371,-9.724497,Check local listings,,,Crookhaven,Cork
Kildrought,"Main Street, Celbridge",53.338982,-6.539942,Check local listings,,,Celbridge,Kildare
An Seanachi,,52.04504,-7.657412,Check local listings,,,An Sean Phobal,
Peadar Browns,"1, Clanbrassil Street Lower, Dublin",53.336234,-6.273453,"Mo-Th 10:30-11:30, Fr-Sa 10:30-12:30, Su 12:30-11:00",https://peadarbrowns.com,,The Liberties,Dublin
The Secret Bar / The Bar With No Name,"3, Fade Street, Dublin",53.341885,-6.264156,Check local listings,https://www.kellysdublin.com/food-and-drink/,,Dublin,
The Lord Edward,"23, Christchurch Place, Dublin",53.343119,-6.270051,Check local listings,http://www.lordedward.ie,+35314542420,The Liberties,Dublin
The Red House,"Main Street, Lismore",52.13729,-7.93241,Check local listings,,,Lismore,Waterford
The Castle Lodge,,52.138075,-7.93081,Check local listings,,,Lismore,Waterford
Oil Can Harry's,"31-32, Mount Street Lower, Dublin",53.338346,-6.24322,Check local listings,http://oilcanharrys.ie/,,Charlotte Quay Dock,
The Lady Belle,"13, Grattan Square, Dungarvan",52.089942,-7.620227,Check local listings,,,Dungarvan,Waterford
Maisie’s,"42, Saint Mary Street, Dungarvan",52.088418,-7.621065,Check local listings,,,Dungarvan,Waterford
Minnie’s,"Strand Side North, Dungarvan",52.092309,-7.616229,Check local listings,,,Dungarvan,Waterford
McLoughlin’s,"73, Georges Street Upper, Dún Laoghaire",53.29006,-6.130674,Mo-Su 12:00-23:00+,,+353-1-284-6025,Kingstown Township 1855-1874,
The Forty Foot,"Marine Road, Dún Laoghaire",53.294012,-6.133772,"Mo-Th 08:00-23:30, Fr,Sa 08:00-00:30, Su 08:00-23:00",https://www.jdwetherspoon.com/pubs/the-forty-foot-dun-laoghaire/,+353-1-231-1926,Dún Laoghaire,Dublin
The Purty Kitchen,"3-5, Old Dunleary Road",53.295194,-6.14815,Mo-Th 12:30-23:30; Fr-Sa 12:30-00:30; Su 12:30-23:00,https://www.purtykitchen.com/,+353-1-284-3576,Monkstown,Dublin
Hardy’s Bar & Bistro,"Marine Road, Dún Laoghaire",53.291987,-6.13415,Mo-Th 16:30-23:30; Fr-Sa 12:30-24:30; Su 12:30-23:30,https://www.royalmarine.ie/hardys-bar-and-bistro.html,+353-1-230-0030,Dún Laoghaire,Dublin
Trinity Sports & Leisure Club & Bar,,53.402245,-6.161338,Check local listings,,,Clongriffin,
The Eagle,"18-19, Glasthule Road",53.287021,-6.12315,Mo-Th 10:00-23:30; Fr-Sa 09:00-24:30; Su 09:00-23:00,https://theeagle.ie/,+353-1-280-4740,Glasthule,
Kilteel Pub,,53.234705,-6.525374,Check local listings,,,Oldmill Bridge,
JJ Brogan,,54.023988,-9.17444,Check local listings,,,Pontoon,
The Laurels,,53.307956,-6.319546,Check local listings,,,Perrystown,
The Pines,,53.307338,-6.318897,Check local listings,,,Perrystown,
Birchall’s,"1-5, Bangor Drive, Dublin",53.328038,-6.304945,Check local listings,,+35314531381,Rialto,
The Lotts,"9, Liffey Street Lower, Dublin",53.347383,-6.263319,Check local listings,,,Dublin,
Maguires,,53.62769,-6.532247,Check local listings,,,Kentstown,
McKeever's Pub,,53.666361,-6.532938,Check local listings,,,Yellow Furze,
The Nightingale Inn,,52.946133,-8.373821,Check local listings,,,Whitegate,Clare
The Half Barrel Pub,,52.95177,-8.371973,Check local listings,,,Whitegate,Clare
Ryans of Gormanlough,,53.710337,-6.636438,Check local listings,,,Kilberry,Meath
The Bell,"2, Pearse Street, Cahir",52.37428,-7.923419,Check local listings,,,Cahir,
Morrissey’s,"5, Castle Street, Cahir",52.374688,-7.925677,Check local listings,,,Cahir,
The Punter’s Rest,"11, Church Street, Cahir",52.375276,-7.924667,Check local listings,,,Cahir,
The Galtee Inn,"The Square, Cahir",52.375002,-7.92459,Check local listings,,,Cahir,
W.H. Irwin,"2-3, The Square, Cahir",52.374721,-7.924558,Check local listings,,,Cahir,
Arkle Bar,"Straffan Road, Maynooth",53.380158,-6.587744,Check local listings,https://www.glenroyal.ie/arkle-bar-restaurant,,Maynooth,
Gravity Bar,,53.341902,-6.286488,Mo-Su 09:30-17:00,https://www.guinness-storehouse.com/,,The Liberties,Dublin
Delaney’s,"83, North King Street, Dublin",53.349806,-6.278499,Check local listings,,+35318730824,Stoneybatter,
Granny Annies,"23, The Diamond, Derry",54.995396,-7.322474,Mo 21:00-01:30; We-Th 12:00-23:00; Fr-Sa 12:00-02:00; Su 12:00-23:00,https://www.grannyannies.co.uk/granny-annies-derry/,,Derry/Londonderry,
Sandinos Café Bar,"1, Water Street, Derry",54.996188,-7.317653,Mo-Su 12:30-23:00,http://sandinoscafebar.com,+442871373422,Derry/Londonderry,
The Anchor Inn,"Market Street, Derry",54.994802,-7.320206,Check local listings,,,Derry/Londonderry,
The Glue Pot,"Shipquay Street, Derry",54.996868,-7.320299,Check local listings,,,Derry/Londonderry,
Bar 1661,"1-6, Green Street, Dublin",53.349263,-6.270465,Check local listings,https://bar1661.ie,,Dublin,
Madigan's Bar & Grill,"Amiens Street, Dublin",53.351411,-6.249791,Check local listings,https://www.madigansconnollystation.com/,,Dublin,
The Dragon Inn,"Main Street, Tallaght",53.287937,-6.362166,Check local listings,,,Tallaght,Dublin
The Waterside,,53.328678,-6.396411,Check local listings,,,Clondalkin,Dublin
New Oak Wine Bar,"Main Street, Leixlip",53.363665,-6.490303,Check local listings,https://www.newoakwinebar.ie/,,Leixlip,Kildare
The Playwright,"60, High Street, Kilkenny",52.653148,-7.253692,Check local listings,https://www.playwrightbarkilkenny.ie,+353567702775,Kilkenny,
The Front Bar,"Main Street, Leixlip",53.364035,-6.48878,Check local listings,https://www.courtyard.ie,+35316295100,Leixlip,Kildare
Doughcloyne,,51.872776,-8.49728,Check local listings,,,Togher,Cork
Gracie's Bar Sligo,"24, Grattan Street, Sligo",54.270492,-8.474544,Daily 11:00-00:30,https://graciesbars.com,,Sligo,Sligo
Shoot the Crows,"Grattan Street, Sligo",54.270589,-8.473378,Check local listings,,,Sligo,Sligo
Hargardon’s,"4-5, O' Connell Street, Sligo",54.270716,-8.475276,Check local listings,,,Sligo,Sligo
Kennedy’s,"Rockwood Parade, Sligo",54.271259,-8.472561,Check local listings,,,Sligo,Sligo
Foley’s,"Castle Street, Sligo",54.270478,-8.471738,Check local listings,,,Sligo,Sligo
Shennanigan’s,"Bridge Street, Sligo",54.272032,-8.47145,Check local listings,,,Sligo,Sligo
The Old Quarter,"3, Little Ellen Street, Limerick",52.664275,-8.62448,Mo-Fr 09:00-23:30,https://theoldquarter.ie,+353 061 401 190,Limerick,
The Clodagh Bar,"48, Brown Street",52.289011,-7.315534,Check local listings,,,Portlaw,Waterford
The Two Foxes,"17, Georges Street Upper, Dún Laoghaire",53.291744,-6.135072,Mo-Th 10:00-23:00; Fr-Sa 10:00-23:45; Su 00:00-22:45,,+353 1 280 0084,Dún Laoghaire,Dublin
Walter’s,"68, Georges Street Upper, Dún Laoghaire",53.289787,-6.130046,"Mo-Th 12:00-23:30, Fr,Sa 12:00-00:30, Su 12:00-23:30",https://walterspub.ie/,+353 1 5673 248,Kingstown Township 1855-1874,
Paidi Ogs,,53.402749,-6.397417,Check local listings,,,Mulhuddart,Dublin
Paddy Coynes Pub,,53.588396,-9.963414,Check local listings,,+353 095 43499,Tully Cross,Galway
Sweeney's Strand Bar,,53.544889,-10.145603,Check local listings,https://www.sweeneysbarcladdaghduff.com/,+353-95-44673,Claddaghduff,Galway
Darcy’s Bar,"2, Forster Street, Galway",53.274195,-9.047629,Check local listings,,,Galway,
O’Connell’s,"8, Eyre Square, Galway",53.274593,-9.048322,Check local listings,,+35391563634,Galway,
Kirwan's,,52.205688,-7.42632,Check local listings,,,Kilmacthomas,
Morrissey's Bar,,52.206625,-7.422014,Check local listings,,,Kilmacthomas,
Jack O’Rourke’s,"15, Main Street, Blackrock",53.301509,-6.177833,Check local listings,https://jackorourkes.com/,+353-1-288-7102,Blackrock,Dublin
Kelly and Coopers,"39, Main Street, Blackrock",53.301027,-6.177228,Mo-Sa 12:00-22:00; Su 12:00-21:00,https://kellyandcoopers.ie/,+353-1-210-1000,Blackrock,Dublin
Donaghy’s,"1-2, Lord Edward Street, Sligo",54.271682,-8.480596,Check local listings,,,Sligo,
The Railway Bar,"18-19, Lord Edward Street, Sligo",54.271344,-8.481918,Check local listings,,,Sligo,
O’ Neill’s,"Magheraboy Road, Sligo",54.269849,-8.481208,Check local listings,,,Sligo,
McLynn’s,"Old Market Street, Sligo",54.269205,-8.471959,Check local listings,,,Sligo,Sligo
The Ship Inn,"Lower Quay Street, Sligo",54.273718,-8.477016,Check local listings,,,Sligo,
The Swagman,"5, Wine Street, Sligo",54.272198,-8.476853,Check local listings,http://www.swagman.ie,,Sligo,
Earley’s,"Bridge Street, Sligo",54.272317,-8.471671,Check local listings,,,Sligo,
Jenny’s Bar,"87, John Street, Sligo",54.270516,-8.47547,Check local listings,,,Sligo,Sligo
The Belfry,"Thomas Street, Sligo",54.271017,-8.471531,Check local listings,,,Sligo,Sligo
Deanrock,,51.875347,-8.495381,Check local listings,,,Togher,Cork
Anzac Bar,"5, Market Street, Ballycastle",55.201348,-6.252172,Check local listings,,,Ballycastle,
The Forge Inn,,52.290994,-7.312865,Check local listings,,,Portlaw,Waterford
Caffrey's,,53.468764,-6.53624,Check local listings,,,Batterstown,
An Siopa Dubh,,51.779154,-10.03425,Check local listings,,,Castlecove,
The Gandon Inn,,53.092101,-7.179563,Check local listings,,,Emo,
Paddy Blues,"North Parade, Gorey",52.676311,-6.296541,Check local listings,http://paddyblues.ie/,,Gorey,
The Olde Tollhouse,,53.037265,-6.63521,Check local listings,,,Donard,
River Bar,"Burgh Quay, Dublin",53.346905,-6.258402,Check local listings,https://riverbar.ie/,,Dublin,
Boston’s,"Market Street, Valentia Island",51.925565,-10.291689,Check local listings,,,Knightstown,Kerry
Caseys Bar & Bistro,Glendalough,53.011399,-6.325354,Check local listings,https://www.glendaloughhotel.com/caseys-bar-bistro.html,,Glendalough,
Unicorn,,52.63792,-8.653934,Check local listings,,,Dooradoyle,
Hi-Way,,52.636958,-8.653736,Check local listings,,,Dooradoyle,
Russell's,,52.636339,-8.669193,Check local listings,,,Raheen,
The Cardan,"41, Railway Street, Lisburn",54.51339,-6.044658,Check local listings,,,Lisburn,
Butler Arms,,51.827878,-10.172191,Check local listings,https://www.butlerarms.com/,+353 66 9474144,Waterville,Kerry
Murphy’s Bar,Meigh,54.122388,-6.388835,Check local listings,,,Meigh,
John Doyle,Camlough,54.180584,-6.410184,Check local listings,,,Camlough,
The Island Bar,Our Lady's Island,52.21016,-6.380375,Check local listings,,,Lady's Island,
The Washington Inn,"30-31, Washington Street, Cork",51.897739,-8.478198,Mo-Su 15:00-01:00,https://www.facebook.com/The-Washington-Inn-Cork-775260665904664/,,Cork,
Henchy’s,"40-41, Wellington Road, Cork",51.904705,-8.457991,Check local listings,,,Montenotte,
